year,Base case cost,Modeled non-residential ashp
2017,206906.608778,249962.568247
2018,220908.063275,262847.786866
2019,239699.489049,280343.204022
2020,248174.053613,287949.526245
2021,254069.402875,293092.768787
2022,258490.914822,296833.543704
2023,261438.589453,299171.568156
2024,264017.804755,301167.467619
2025,266965.479386,303528.240146
2026,270650.072675,306607.256214
2027,273597.747306,308989.722997
2028,275808.50328,310675.389277
2029,279124.63724,313432.179208
2030,281335.393213,315138.049838
2031,284651.527173,317914.570579
