year,annotation,consumption,consumption residential,consumption non-residential
2003,,251152.0,168851.0,82301.0
2004,,341957.0,167305.0,174652.0
2005,,382235.0,162845.0,219390.0
2006,,429559.0,172483.0,257076.0
2007,,399419.0,176035.0,223384.0
2008,,408652.0,178406.0,230246.0
2009,,413063.0,189949.0,223114.0
2010,,399992.0,178941.0,221051.0
2011,,413465.0,178260.0,235205.0
2012,,427173.0,188349.0,238824.0
2013,,401060.0,180221.0,220839.0
2014,,358953.0,159990.0,198963.0
2015,,360079.0,157356.0,202723.0
2016,start of forecast,381203.0,173695.0,207508.0
2017,,381190.0,173681.0,207508.0
2018,,381172.0,173664.0,207508.0
2019,,381150.0,173641.0,207508.0
2020,,381131.0,173623.0,207508.0
2021,,381120.0,173612.0,207508.0
2022,,381122.0,173614.0,207508.0
2023,,381139.0,173631.0,207508.0
2024,,381149.0,173640.0,207508.0
2025,,381150.0,173642.0,207508.0
2026,,381140.0,173632.0,207508.0
2027,,381137.0,173628.0,207508.0
2028,,381138.0,173630.0,207508.0
2029,,381081.0,173573.0,207508.0
2030,,381039.0,173531.0,207508.0
2031,,381012.0,173504.0,207508.0
2032,,381027.0,173519.0,207508.0
2033,,381053.0,173545.0,207508.0
2034,,381076.0,173567.0,207508.0
2035,,381084.0,173576.0,207508.0
2036,,381073.0,173565.0,207508.0
2037,,381062.0,173554.0,207508.0
2038,,381038.0,173529.0,207508.0
2039,,381030.0,173522.0,207508.0
2040,,381034.0,173526.0,207508.0
