year,Base case cost,Modeled non-residential ashp
2017,613768.851573,771671.262182
2018,671258.571147,828281.969279
2019,739742.049403,895560.874881
2020,779642.284692,934842.545834
2021,793637.372073,948446.961003
2022,814345.131015,968829.159768
2023,815096.941326,969385.633973
2024,827346.177754,981439.534295
2025,827571.731255,981469.75169
2026,843670.154576,997307.72687
2027,845294.044713,998703.724883
2028,857192.443268,1010406.78733
2029,858231.603615,1011218.05556
2030,855012.266216,1007835.93807
2031,857186.634794,1009749.8585
