year,Base case cost,Modeled non-residential ashp
2017,3683209.76769,3648217.34639
2018,4032264.81066,3900644.16924
2019,4648235.13462,4388124.79135
2020,4950899.62409,4624111.84695
2021,5160133.57224,4785649.69774
2022,5388870.45176,4972283.23954
2023,5578148.39127,5133074.68009
2024,5844719.24948,5371387.56765
2025,6110281.45718,5608914.97698
2026,6408475.76661,5873939.29937
2027,6626751.95387,6061934.89829
2028,6811182.80034,6218969.56695
2029,7843323.50711,7218563.9395
2030,8810480.54308,8164079.11866
2031,9740698.81653,9059466.28055
