year,Base case cost,Modeled non-residential ashp
2017,298241.688776,384715.376962
2018,322534.365309,407562.266135
2019,350681.903401,434170.265335
2020,366364.311518,448577.3211
2021,372181.988819,453215.923393
2022,380285.976144,460200.683029
2023,380878.235028,459732.999204
2024,379716.892329,457558.498213
2025,385215.720446,462042.610595
2026,387017.879331,462827.972578
2027,392437.167448,467275.67676
2028,390865.65554,464777.294438
2029,397000.176826,469969.414085
2030,400811.988112,472894.52458
2031,402056.028581,473223.440164
