year,Base case cost,Modeled residential ashp
2017,298241.688776,552703.173011
2018,322534.365309,570764.324962
2019,350681.903401,592158.220728
2020,366364.311518,602439.376783
2021,372181.988819,603329.920019
2022,380285.976144,606790.883818
2023,380878.235028,603021.969928
2024,379716.892329,597716.533901
2025,385215.720446,599035.935162
2026,387017.879331,596621.229068
2027,392437.167448,598034.416719
2028,390865.65554,592665.56183
2029,397000.176826,594896.715115
2030,400811.988112,595072.606219
2031,402056.028581,592508.353666
