year,Base case cost,Modeled residential ashp
2017,415046.101006,539310.430187
2018,445861.7301,568655.497232
2019,488235.359193,609631.892323
2020,507494.77374,627456.812244
2021,514208.26434,632753.789242
2022,524082.018887,641233.066499
2023,530915.393434,646695.636225
2024,536221.492528,650658.696308
2025,543061.582528,656192.501597
2026,551407.181621,663267.823145
2027,550468.256768,661084.144745
2028,555706.641315,665102.587244
2029,563185.510408,671397.821872
2030,567674.154955,674721.391356
2031,575901.744049,681823.746644
