year,Base case cost,Modeled non-residential ashp
2017,415046.101006,482350.436194
2018,445861.7301,512543.805242
2019,488235.359193,554376.960946
2020,507494.77374,572987.506239
2021,514208.26434,579040.289774
2022,524082.018887,588249.51835
2023,530915.393434,594418.360012
2024,536221.492528,599067.957405
2025,543061.582528,605276.057503
2026,551407.181621,613013.80165
2027,550468.256768,611473.922297
2028,555706.641315,616117.893417
2029,563185.510408,623029.622304
2030,567674.154955,626948.540776
2031,575901.744049,634641.432825
