year,Base case cost,Modeled non-residential ashp
2017,567905.812686,750005.233373
2018,608782.124132,783270.860213
2019,663876.283036,829097.194734
2020,690534.747023,849988.152551
2021,708307.056347,863127.337075
2022,722524.903806,873200.178721
2023,731411.058468,878643.037422
2024,738519.982198,882579.132508
2025,747406.13686,888131.714532
2026,759846.753387,896861.788727
2027,768732.908049,902519.011072
2028,775841.831778,906664.445655
2029,786505.217373,913983.736584
2030,793614.141102,918226.625057
2031,804277.526697,925641.0858
