year,annotation,consumption,consumption residential,consumption non-residential
2003,,5702493.0,1310765.0,4391728.0
2004,,5910643.0,1365211.0,4545432.0
2005,,5294499.0,1231373.0,4063126.0
2006,,5643940.0,1260092.0,4383848.0
2007,,5597492.0,1729791.0,3867701.0
2008,,5760151.0,1892450.0,3867701.0
2009,,5628220.0,1674156.0,3954064.0
2010,,5847033.0,1773659.0,4073374.0
2011,,5216959.0,1658675.0,3558284.0
2012,,5231181.0,1655071.0,3576110.0
2013,,5635297.0,1712543.0,3922754.0
2014,,5552270.0,1652221.0,3900049.0
2015,,5347891.0,1567591.0,3780300.0
2016,start of forecast,5198250.0,1330549.0,3867701.0
2017,,5130564.0,1262863.0,3867701.0
2018,,5064748.0,1197047.0,3867701.0
2019,,5001291.0,1133590.0,3867701.0
2020,,4938698.0,1070997.0,3867701.0
2021,,4876062.0,1008361.0,3867701.0
2022,,4815423.0,947722.0,3867701.0
2023,,4757131.0,889430.0,3867701.0
2024,,4697837.0,830136.0,3867701.0
2025,,4640463.0,772762.0,3867701.0
2026,,4582270.0,714569.0,3867701.0
2027,,4522108.0,654407.0,3867701.0
2028,,4460979.0,593278.0,3867701.0
2029,,4408597.0,540896.0,3867701.0
2030,,4354895.0,487194.0,3867701.0
2031,,4297965.0,430264.0,3867701.0
2032,,4231628.0,363927.0,3867701.0
2033,,4164478.0,296777.0,3867701.0
2034,,4096953.0,229252.0,3867701.0
2035,,4030924.0,163223.0,3867701.0
2036,,3967347.0,99646.0,3867701.0
2037,,3904854.0,37153.0,3867701.0
2038,,3841295.0,-26406.0,3867701.0
2039,,3774097.0,-93604.0,3867701.0
2040,,3703418.0,-164283.0,3867701.0
