year,Base case cost,Modeled non-residential ashp
2017,746895.587595,955238.245306
2018,788028.175388,994217.136883
2019,843968.494786,1047228.42943
2020,870293.350974,1072174.92004
2021,888391.689603,1089325.63233
2022,901554.117697,1101798.87764
2023,911425.938767,1111153.81162
2024,919652.456326,1118949.58993
2025,927878.973884,1126745.36825
2026,939396.098466,1137659.45789
2027,949267.919537,1147014.39187
2028,957494.437095,1154810.17018
2029,967366.258166,1164165.10416
2030,973947.472212,1170401.72681
2031,985464.596795,1181315.81645
