year,Base case cost,Modeled non-residential ashp
2017,104322.710315,148696.771241
2018,114667.657383,156531.936555
2019,128953.536669,167351.926751
2020,129963.815764,166689.018009
2021,134440.89579,170030.720575
2022,137975.432652,172668.906811
2023,133975.849478,168071.756552
2024,135775.556023,169393.40943
2025,138025.189204,171045.475527
2026,140949.71234,173193.161453
2027,143199.345522,174845.22755
2028,138334.450667,169442.522319
2029,140691.649967,171142.397826
2030,149273.355111,179305.806012
2031,152197.878247,181453.491938
