year,Base case cost,Modeled residential ashp
2017,104322.710315,158012.818389
2018,114667.657383,164597.774159
2019,128953.536669,173691.284508
2020,129963.815764,172194.902737
2021,134440.89579,174971.034318
2022,137975.432652,177162.717146
2023,133975.849478,172267.897948
2024,135775.556023,173351.415674
2025,138025.189204,174705.812832
2026,140949.71234,176466.529137
2027,143199.345522,177820.926295
2028,138334.450667,172150.319019
2029,140691.649967,173522.758693
2030,149273.355111,181477.798622
2031,152197.878247,183238.514927
