year,Base case cost,Modeled residential ashp
2017,664454.272465,1213940.22146
2018,745086.281733,1234571.86255
2019,856799.950147,1263944.53703
2020,913930.767128,1277664.01462
2021,951373.409284,1281594.23141
2022,978831.346865,1282208.37144
2023,1001752.8075,1284949.54022
2024,1019321.59176,1282546.45408
2025,1042529.70615,1285986.23461
2026,1067764.47116,1286813.87032
2027,1087952.28318,1286013.70172
2028,1109060.07662,1289548.11383
2029,1125804.4307,1284066.64036
2030,1138421.81321,1281089.05427
2031,1163656.57823,1282842.78781
