year,Base case cost,Modeled non-residential ashp
2017,162141.669605,210844.18232
2018,180817.95391,223195.412998
2019,207928.689193,241491.813851
2020,220580.365658,249645.242492
2021,229617.277418,255275.782174
2022,236244.346043,259229.749952
2023,240461.571531,261506.75039
2024,244678.79702,263799.841295
2025,248896.022508,266108.645543
2026,254920.630348,269702.877835
2027,259740.316621,272465.373556
2028,263355.081325,274395.781483
2029,268777.228382,277610.563592
2030,271789.532302,279145.857982
2031,277814.140142,282811.586494
