year,annotation,consumption,consumption residential,consumption non-residential
2003,,312236.0,103719.0,208517.0
2004,,345858.0,100553.0,245305.0
2005,,317521.0,91541.0,225980.0
2006,,296007.0,93650.0,202357.0
2007,,305946.0,96392.0,209554.0
2008,,289679.0,92736.0,196943.0
2009,,324247.0,127223.0,197024.0
2010,,332514.0,133556.0,198958.0
2011,,358942.0,133492.0,225450.0
2012,,356257.0,141995.0,214262.0
2013,,359346.0,137909.0,221437.0
2014,,342194.0,131205.0,210989.0
2015,,338117.0,134242.0,203875.0
2016,start of forecast,332018.0,119918.0,212100.0
2017,,331811.0,119711.0,212100.0
2018,,331551.0,119450.0,212100.0
2019,,331284.0,119183.0,212100.0
2020,,331018.0,118918.0,212100.0
2021,,330740.0,118639.0,212100.0
2022,,330526.0,118426.0,212100.0
2023,,330376.0,118276.0,212100.0
2024,,330212.0,118111.0,212100.0
2025,,329988.0,117887.0,212100.0
2026,,329677.0,117577.0,212100.0
2027,,329335.0,117235.0,212100.0
2028,,329017.0,116916.0,212100.0
2029,,328686.0,116586.0,212100.0
2030,,328356.0,116255.0,212100.0
2031,,328016.0,115915.0,212100.0
2032,,327622.0,115521.0,212100.0
2033,,327285.0,115185.0,212100.0
2034,,326951.0,114851.0,212100.0
2035,,326603.0,114503.0,212100.0
2036,,326339.0,114238.0,212100.0
2037,,326025.0,113925.0,212100.0
2038,,325739.0,113638.0,212100.0
2039,,325363.0,113263.0,212100.0
2040,,325018.0,112917.0,212100.0
