year,Base case cost,Modeled non-residential ashp
2017,204025.531306,232409.70543
2018,224935.97343,252180.740835
2019,253978.254159,279640.51223
2020,268499.394523,293370.397928
2021,277792.924356,302157.524775
2022,285343.917345,309297.065337
2023,290571.527876,314239.824189
2024,294637.447178,318084.192184
2025,299865.057709,323026.951035
2026,305673.513855,328518.905314
2027,310901.124386,333461.664166
2028,304970.792513,327278.1308
2029,310584.550469,332575.386889
2030,313952.805243,335753.740543
2031,320127.938994,341580.722241
