year,Base case cost,Modeled residential ashp
2017,303062.817354,324756.66666
2018,324908.767354,344094.860887
2019,354863.2419,371044.583645
2020,369213.006447,383420.132108
2021,378569.190994,391148.406212
2022,385428.555541,396564.733129
2023,383690.727985,393527.963761
2024,387971.667078,396573.078951
2025,392872.061625,400219.802487
2026,398385.626172,404461.324685
2027,396217.078616,401082.279711
2028,399825.863163,403581.825951
2029,405248.903163,407795.327977
2030,408261.703163,409779.312326
2031,414287.303163,414594.426404
