year,Base case cost,Modeled non-residential ashp
2017,303062.817354,312943.748104
2018,324908.767354,333676.465822
2019,354863.2419,362299.391501
2020,369213.006447,375771.037374
2021,378569.190994,384401.628534
2022,385428.555541,390616.927283
2023,383690.727985,388298.623962
2024,387971.667078,392027.061001
2025,392872.061625,396367.316676
2026,398385.626172,401312.870035
2027,396217.078616,398603.578377
2028,399825.863163,401716.34602
2029,405248.903163,406599.453523
2030,408261.703163,409151.984101
2031,414287.303163,414637.606356
