year,Base case cost,Modeled non-residential ashp
2017,581468.52282,716890.210859
2018,614875.153072,743268.054662
2019,659417.326742,779454.288526
2020,680451.130975,795139.960913
2021,695298.522198,805477.238286
2022,706434.065615,812629.442501
2023,713857.761227,816595.117002
2024,720044.174237,819537.652753
2025,727467.869848,823620.474052
2026,736128.848062,828842.224355
2027,744789.826275,834119.172249
2028,750976.239285,837285.210634
2029,759637.217498,842668.702909
2030,764586.347906,844856.381854
2031,773247.32612,850341.482781
