year,Base case cost,Modeled residential ashp
2017,138221.789937,1028045.58734
2018,148973.884729,996076.266005
2019,162455.868764,957191.090903
2020,168979.409425,931618.684299
2021,173328.436533,910419.968985
2022,176807.658219,891151.712759
2023,178982.171773,874618.690111
2024,180721.782616,859189.966598
2025,182896.29617,843234.774275
2026,185940.615146,825934.463894
2027,187100.81172,809516.017433
2028,187807.345616,794156.65178
2029,190388.62193,778437.958237
2030,191062.325883,763558.979806
2031,191507.098426,746204.970845
