year,annotation,consumption,consumption residential,consumption non-residential
2003,,739495.0,427762.0,311733.0
2004,,763401.0,458897.0,304504.0
2005,,760176.0,468139.0,292037.0
2006,,766232.0,481934.0,284298.0
2007,,914011.0,533614.0,380397.0
2008,,775180.0,483301.0,291879.0
2009,,804315.0,458985.0,345330.0
2010,,784804.0,435107.0,349697.0
2011,,801640.0,443528.0,358112.0
2012,,737211.0,414939.0,322272.0
2013,,735681.0,411160.0,324521.0
2014,,844821.0,438776.0,406045.0
2015,,732715.0,380151.0,352564.0
2016,start of forecast,793805.0,432762.0,361043.0
2017,,788810.0,427767.0,361043.0
2018,,783709.0,422666.0,361043.0
2019,,778530.0,417486.0,361043.0
2020,,773471.0,412428.0,361043.0
2021,,767527.0,406484.0,361043.0
2022,,763595.0,402551.0,361043.0
2023,,759324.0,398281.0,361043.0
2024,,754791.0,393748.0,361043.0
2025,,750376.0,389332.0,361043.0
2026,,745346.0,384302.0,361043.0
2027,,736257.0,375214.0,361043.0
2028,,731059.0,370015.0,361043.0
2029,,725850.0,364807.0,361043.0
2030,,720604.0,359561.0,361043.0
2031,,713185.0,352142.0,361043.0
2032,,707886.0,346842.0,361043.0
2033,,702140.0,341097.0,361043.0
2034,,696817.0,335774.0,361043.0
2035,,689784.0,328741.0,361043.0
2036,,682527.0,321483.0,361043.0
2037,,677115.0,316072.0,361043.0
2038,,671729.0,310686.0,361043.0
2039,,665159.0,304116.0,361043.0
2040,,658765.0,297722.0,361043.0
