year,Base case cost,Modeled non-residential ashp
2017,336779.521048,411636.854859
2018,358139.057577,429942.018648
2019,388042.408719,456221.530072
2020,401570.115187,467321.332851
2021,410825.91435,474486.445529
2022,417945.75986,479700.621972
2023,422929.651717,482963.07411
2024,427201.559023,485596.072912
2025,432185.45088,488921.90738
2026,437881.327288,492939.843558
2027,442865.219145,496326.12413
2028,447137.126451,499080.049138
2029,452833.002859,503185.495887
2030,455680.941062,504672.675137
2031,462088.802021,509494.617583
