year,Base case cost,Modeled non-residential ashp
2017,1481287.29371,1379731.48806
2018,1622604.05287,1478653.21947
2019,1816409.89401,1614317.30827
2020,1913312.81457,1682149.35267
2021,1977914.76162,1727370.7156
2022,2026366.2219,1761286.7378
2023,2062704.81712,1786723.75445
2024,2090968.16895,1806508.10073
2025,2123269.14247,1829118.7822
2026,2167682.98106,1860208.46921
2027,2204021.57628,1885645.48586
2028,2232284.92811,1905429.83214
2029,2272661.14501,1933693.18398
2030,2292849.25346,1947824.85989
2031,2337263.09206,1978914.54691
