year,Base case cost,Modeled residential energy efficiency
2017,3254553.88673,3174285.00071
2018,3405832.00443,3312677.76113
2019,3652103.10864,3541700.72421
2020,3755574.82393,3636155.49609
2021,3845352.98411,3718678.5431
2022,3913725.93285,3781216.39111
2023,3971471.9374,3833865.10485
2024,4026926.86155,3885299.63036
2025,4079813.36308,3933539.23352
2026,4129847.71131,3978298.91016
2027,4168763.31548,4012672.49618
2028,4216638.99097,4056397.17487
2029,4275936.05656,4110911.8263
2030,4303922.07047,4135184.93829
2031,4354296.89551,4180532.31959
2032,4399074.51777,4220668.93958
2033,4449449.34281,4266107.28997
2034,4499824.16785,4311589.53215
2035,4548948.25833,4356885.15556
2036,4605109.43994,4407898.05832
