year,Base case cost,Modeled residential ashp
2017,2716214.31042,4983832.61052
2018,2859790.29688,5068478.71219
2019,3087900.78164,5230665.45227
2020,3184641.09607,5277079.39627
2021,3266332.40046,5312407.57293
2022,3327982.8726,5331025.71705
2023,3379678.03858,5341776.23388
2024,3426946.87765,5350778.9982
2025,3474055.05023,5359223.98169
2026,3520758.394,5366847.68038
2027,3557083.21693,5366102.22071
2028,3599474.17622,5372802.63764
2029,3652504.09613,5389670.21219
2030,3678613.1731,5382183.43311
2031,3725609.51164,5393854.98968
