year,Base case cost,Modeled residential ashp
2017,47718.9946954,232942.143664
2018,50758.3229679,224763.664794
2019,55683.8086762,216193.144142
2020,58434.5591601,210332.442889
2021,60605.9205731,205300.280683
2022,62493.2827673,200738.18893
2023,64083.8312802,196630.946911
2024,65584.4594841,192748.834636
2025,67213.4513847,188873.578511
2026,68975.0784698,185007.208973
2027,70645.3614166,181357.820714
2028,72104.4795036,178020.586939
2029,73928.7550724,174484.085997
2030,75420.6212305,171351.500818
2031,76367.7963709,167105.770958
