year,Base case cost,Modeled non-residential ashp
2017,58139.9605581,133770.46724
2018,61843.0231857,133014.151293
2019,66903.8754434,132700.493672
2020,69249.1484409,131630.273841
2021,70853.8089129,130383.450457
2022,72088.1631221,129067.984594
2023,72952.2110685,127682.932142
2024,73692.823594,126299.989463
2025,74556.8715405,124990.874805
2026,75544.3549078,123754.708874
2027,76408.4028543,122518.01426
2028,77025.5799589,121243.642995
2029,78013.0633262,120112.322798
2030,78630.2404308,118905.397941
2031,79617.7237982,117839.943339
