year,Base case cost,Modeled residential ashp
2017,1653119.89215,1898799.42265
2018,1756212.53539,1997392.09819
2019,1888090.14718,2124709.35279
2020,1952531.36129,2184993.40896
2021,1995460.34718,2223954.53155
2022,2026031.87196,2250703.02028
2023,2056561.84467,2277524.48209
2024,2081131.6644,2298498.29353
2025,2102648.94798,2316487.74975
2026,2130383.56447,2340746.67545
2027,2151960.51037,2358954.6456
2028,2170500.92918,2374216.84876
2029,2195177.17447,2395661.49551
2030,2210561.23626,2407929.39929
2031,2244880.38189,2439147.30556
