year,Base case cost,Modeled non-residential ashp
2017,1653119.89215,2031687.91075
2018,1756212.53539,2129186.04215
2019,1888090.14718,2255664.8899
2020,1952531.36129,2314718.41392
2021,1995460.34718,2352350.18996
2022,2026031.87196,2377728.46249
2023,2056561.84467,2403177.18865
2024,2081131.6644,2422774.88455
2025,2102648.94798,2439442.85205
2026,2130383.56447,2462453.71093
2027,2151960.51037,2479407.77219
2028,2170500.92918,2493429.05749
2029,2195177.17447,2513703.86014
2030,2210561.23626,2524774.16904
2031,2244880.38189,2554903.31036
