year,Base case cost,Modeled residential ashp
2017,138883.70524,1427618.26376
2018,151892.487369,1411304.47805
2019,168589.363687,1395888.02633
2020,177682.74331,1379224.89987
2021,182196.514817,1360729.88002
2022,185688.932108,1342314.97992
2023,187241.291146,1323705.21611
2024,188755.156367,1305483.50863
2025,190230.527773,1287639.8613
2026,191241.212331,1269084.11602
2027,193066.869945,1252067.70162
2028,194397.889541,1235271.69564
2029,194727.882638,1217526.41653
2030,194094.262244,1199841.69983
2031,194687.930463,1182764.27139
