year,Base case cost,Modeled non-residential ashp
2017,16784.6100001,77463.1506279
2018,18747.1127477,74598.0393803
2019,21469.2939782,70854.2871842
2020,22798.7313233,68758.3424292
2021,23685.0228867,67195.1583936
2022,24381.3948294,65867.1755443
2023,24887.8471514,64774.1067471
2024,25267.6863928,63841.3551495
2025,25774.1387148,62771.3814335
2026,26343.897577,61638.2345516
2027,26850.3498989,60590.2860574
2028,27230.1891404,59701.5972585
2029,27799.9480026,58600.3372748
2030,28116.4807038,57806.4774315
2031,28749.5461063,56650.9328816
