year,Base case cost,Modeled transmission and interties
2021,1018600.0,935020.36603
2022,1053121.66667,966474.649116
2023,1077828.33333,988631.190603
2024,1096358.33333,1004947.65088
2025,1121670.0,1027740.80836
2026,1149480.0,1052938.43984
2027,1174833.33333,1075829.88782
2028,1193383.33333,1092282.76069
2029,1222525.0,1118831.16422
2030,1238666.66667,1133049.45655
2031,1270316.66667,1162035.52248
2032,1297503.33333,1186804.73128
2033,1328470.0,1215192.15709
2034,1359436.66667,1243604.14202
2035,1381113.33333,1263209.52651
2036,1412080.0,1291668.91624
2037,1430660.0,1308377.06655
2038,1463935.0,1339075.84492
2039,1488695.0,1361702.52636
2040,1525013.33333,1395337.25132
