year,Base case cost,Modeled residential ashp
2017,14830.3246439,148605.226893
2018,16564.3269746,140491.900793
2019,18969.5560141,129881.480852
2020,20144.2027543,123952.302721
2021,20927.3005811,119536.232789
2022,21542.5917307,115787.8385
2023,21185.1737605,111901.415514
2024,21508.5026641,109262.54811
2025,21939.6078688,106229.147381
2026,22424.6012242,103013.666733
2027,22855.7064289,100041.777221
2028,23179.0353325,97525.9667578
2029,23664.0286879,94399.5386498
2030,23024.1491666,91244.8949387
2031,23542.5565879,87940.7365782
