year,Base case cost,Modeled residential ashp
2017,3574361.36052,5037225.69198
2018,4051819.09054,5217650.84412
2019,4686367.42954,5475731.59006
2020,5019531.2841,5590116.24102
2021,5266324.47217,5667356.18721
2022,5477278.3372,5724059.69574
2023,5617202.38379,5745323.88379
2024,5752524.5429,5763655.55201
2025,5892192.20576,5787962.96655
2026,6068370.24946,5836820.36937
2027,6244845.07886,5894305.49051
2028,6415382.0891,5954147.28737
2029,6518152.57459,5934152.82951
2030,6588155.84953,5909943.95973
2031,6755498.51268,5950607.42225
