year,Base case cost,Modeled non-residential ashp
2017,3574361.36052,3549106.50616
2018,4051819.09054,3956581.70406
2019,4686367.42954,4498071.98327
2020,5019531.2841,4782945.02122
2021,5266324.47217,4995194.53601
2022,5477278.3372,5175655.25753
2023,5617202.38379,5294948.09178
2024,5752524.5429,5409804.54909
2025,5892192.20576,5529168.14161
2026,6068370.24946,5681322.97884
2027,6244845.07886,5835867.23512
2028,6415382.0891,5986562.69297
2029,6518152.57459,6065761.64958
2030,6588155.84953,6120090.91193
2031,6755498.51268,6262207.30702
