year,Base case cost,Modeled residential ashp
2017,18367.8437172,189085.139093
2018,19241.2585512,186080.542547
2019,21499.5073161,184091.692419
2020,21661.6448402,180847.442476
2021,22361.8078248,178504.612678
2022,21888.6628747,175134.148671
2023,22222.6233569,172801.598067
2024,21467.7277149,169436.604086
2025,21785.5671869,167199.435937
2026,21082.8813352,163909.021539
2027,21434.8862075,161769.096691
2028,20575.2039997,158512.052128
2029,19728.192512,155274.522876
2030,19952.7562134,153244.019602
2031,19096.9207656,150051.120049
