year,Base case cost,Modeled non-residential ashp
2017,8441558.70381,8416144.52027
2018,9516396.67511,9351813.97546
2019,10983945.2021,10628005.7928
2020,11717018.2895,11269749.5415
2021,12219206.1858,11711051.212
2022,12660319.4629,12099976.2955
2023,12929708.1302,12338921.8499
2024,13194446.41,12573217.0168
2025,13447969.8772,12796297.3711
2026,13767884.735,13077071.0838
2027,14043054.8877,13317449.1075
2028,14279270.0312,13523221.138
2029,14581360.0788,13786170.0405
2030,14745515.6622,13928580.5433
2031,15066852.2529,14206426.9727
