year,Base case cost,Modeled non-residential ashp
2017,1602728.87949,1738147.30849
2018,1730473.45203,1861000.90364
2019,1904841.00217,2029746.19679
2020,2001234.36368,2122307.27665
2021,2080585.06671,2198278.76847
2022,2149338.76156,2263956.58618
2023,2216794.16387,2328588.66856
2024,2270315.05207,2379488.04799
2025,2337173.07757,2443677.80381
2026,2402562.43775,2506350.91073
2027,2471361.35492,2572582.25309
2028,2530639.07707,2629390.44887
2029,2604056.87713,2700287.24022
2030,2667431.05811,2761384.60225
2031,2745651.3603,2837126.01318
