year,Base case cost,Modeled non-residential ashp
2017,533239.806741,608164.813752
2018,572344.070288,646875.655758
2019,626244.541663,700233.843388
2020,650552.597381,724297.33977
2021,668519.421173,742083.402313
2022,681201.885026,754638.269991
2023,689656.860928,763008.181776
2024,697054.964842,770331.854588
2025,705509.940744,778701.766373
2026,716078.660622,789164.156105
2027,724533.636524,797534.06789
2028,731931.740438,804857.740702
2029,741443.588328,814273.89146
2030,747784.820254,820551.325299
2031,758353.540132,831013.71503
