year,Base case cost,Modeled transmission and interties
2021,741315.403704,1889891.12614
2022,758930.819237,1898456.58063
2023,770674.429593,1905462.86704
2024,781502.387161,1910645.51364
2025,793254.302757,1916684.08002
2026,807944.197253,1923989.11926
2027,820275.403388,1931281.87611
2028,830565.596621,1936204.3449
2029,843795.845063,1943367.54395
2030,852616.01069,1948143.00999
2031,867316.286737,1955453.2118
2032,882016.562783,1963736.77598
2033,896083.564226,1970737.3796
2034,910773.458721,1979015.09381
2035,919754.538388,1983296.23731
2036,936552.925867,1992033.82115
2037,946029.205511,1998103.46793
2038,962188.089456,2006528.08108
2039,974628.301875,2012905.80697
2040,991498.322056,2022655.53699
