year,Base case cost,Modeled residential energy efficiency
2017,367607.887057,419613.575852
2018,387650.080727,434361.089173
2019,409825.535586,450052.60265
2020,420409.275405,456567.330811
2021,427465.101952,460319.871499
2022,438282.466668,468083.58802
2023,441859.03411,469164.147298
2024,445435.601552,470286.30698
2025,449012.168994,471449.092051
2026,453610.612848,473467.410273
2027,457698.118496,475116.541936
2028,461274.685938,476395.578984
2029,465873.129792,478527.424525
2030,468427.820822,479063.632823
2031,473537.202882,481674.727834
2032,478135.646736,483912.303939
2033,483245.028797,486591.414536
2034,488354.410857,489303.342062
2035,491930.978299,490823.527489
2036,497551.298565,494006.729431
