year,Base case cost,Modeled non-residential ashp
2017,193279.049147,192314.653065
2018,216432.105022,207593.495787
2019,248267.556851,228971.772622
2020,263461.749769,238722.415237
2021,273591.211714,244948.495216
2022,282273.607667,250181.891732
2023,287338.33864,252902.710592
2024,292403.069613,255642.853503
2025,297467.800586,258401.867555
2026,303979.59755,262192.25665
2027,309767.861519,265494.169576
2028,314832.592492,268307.184528
2029,321344.389457,272150.308873
2030,324962.054437,273984.301777
2031,332197.384398,278367.02827
