year,Base case cost,Modeled residential ashp
2017,212779.890688,249070.537775
2018,241600.935984,258441.88876
2019,277138.523896,268648.412631
2020,294099.645399,271791.448826
2021,305407.059735,272839.262935
2022,319444.725298,277688.771401
2023,325176.403891,276793.033747
2024,330908.082483,275971.08103
2025,336639.761076,275221.183907
2026,344009.062123,275185.20199
2027,350559.551943,274896.163452
2028,356291.230536,274352.457713
2029,363660.531583,274517.834564
2030,367754.587721,273460.112813
2031,375942.699996,274073.760374
