year,Base case cost,Modeled non-residential ashp
2017,1686393.51172,1844575.37235
2018,1811838.75805,1963694.90972
2019,1975720.09484,2120319.02405
2020,2076969.00725,2216411.22734
2021,2154287.47419,2289210.90723
2022,2222276.33706,2353204.75523
2023,2282917.39008,2410148.0909
2024,2340085.22325,2463801.43696
2025,2402259.80673,2522418.36963
2026,2469639.44051,2586195.56696
2027,2533469.31414,2646601.36764
2028,2593568.43807,2703453.23535
2029,2669844.91793,2776320.66548
2030,2726791.28232,2830256.54428
2031,2809680.39248,2909745.72653
