year,Base case cost,Modeled residential ashp
2017,1686393.51172,2451012.10984
2018,1811838.75805,2545666.09891
2019,1975720.09484,2674490.38619
2020,2076969.00725,2750420.50821
2021,2154287.47419,2805401.8991
2022,2222276.33706,2853507.31854
2023,2282917.39008,2895671.67093
2024,2340085.22325,2935241.88429
2025,2402259.80673,2979651.44907
2026,2469639.44051,3029090.42408
2027,2533469.31414,3075833.99171
2028,2593568.43807,3119693.30325
2029,2669844.91793,3179011.72757
2030,2726791.28232,3220869.40058
2031,2809680.39248,3286898.72042
