year,Base case cost,Modeled non-residential ashp
2017,1808163.74736,1874666.39238
2018,2057374.20878,2112230.83088
2019,2390182.66754,2429079.92489
2020,2578283.26828,2609416.51033
2021,2715923.58277,2741880.81463
2022,2851386.28844,2873030.17848
2023,2949652.64581,2968708.53076
2024,3061706.50807,3078174.38792
2025,3175838.19784,3189718.07259
2026,3310229.17818,3320658.37948
2027,3444552.95264,3451962.81466
2028,3556087.12187,3561340.31298
2029,3718189.34264,3719991.86028
2030,3850995.54202,3851072.72294
2031,4043438.86303,4039634.0363
