year,Base case cost,Modeled non-residential ashp
2017,598629.147629,720090.555665
2018,633818.296238,752740.048471
2019,681323.646861,797612.95705
2020,703316.864742,817318.222823
2021,718272.252901,830114.879849
2022,729708.726199,839479.940409
2023,737626.284636,845412.313904
2024,743784.385643,849649.999823
2025,751701.94408,855670.08715
2026,760499.231232,862602.027904
2027,768416.789669,868705.765664
2028,774574.890676,873110.799499
2029,783372.177828,880163.844785
2030,788650.55012,883777.251885
2031,797447.837272,890906.376794
