year,Base case cost,Modeled non-residential ashp
2017,167716.959836,178622.732414
2018,179806.652497,190093.4355
2019,196386.802432,205824.685446
2020,204331.457609,213362.576046
2021,209512.754464,218278.591654
2022,213312.372157,221883.669767
2023,216075.73048,224505.544758
2024,218493.669012,226799.685375
2025,221257.027334,229421.560366
2026,224365.805447,232371.169731
2027,227129.16377,234993.044722
2028,229201.682512,236959.450965
2029,232310.460624,239909.06033
2030,234037.559576,241547.732199
2031,237491.757479,244825.075938
