year,annotation,consumption,consumption residential,consumption non-residential
2003,,425710.0,152470.0,273240.0
2004,,427645.0,154405.0,273240.0
2005,,429097.0,155857.0,273240.0
2006,,429339.0,156099.0,273240.0
2007,,474654.0,157543.0,317111.0
2008,,432967.0,159727.0,273240.0
2009,,431758.0,158518.0,273240.0
2010,,430064.0,156824.0,273240.0
2011,,429144.0,155904.0,273240.0
2012,,252432.0,79244.0,173188.0
2013,,562411.0,232990.0,329421.0
2014,start of forecast,429095.0,155855.0,273240.0
2015,,429051.0,155811.0,273240.0
2016,,428948.0,155708.0,273240.0
2017,,428827.0,155587.0,273240.0
2018,,428666.0,155426.0,273240.0
2019,,428555.0,155315.0,273240.0
2020,,428426.0,155186.0,273240.0
2021,,428301.0,155061.0,273240.0
2022,,428205.0,154965.0,273240.0
2023,,428139.0,154899.0,273240.0
2024,,428064.0,154824.0,273240.0
2025,,427982.0,154742.0,273240.0
2026,,427852.0,154612.0,273240.0
2027,,427690.0,154450.0,273240.0
2028,,427532.0,154292.0,273240.0
2029,,427385.0,154145.0,273240.0
2030,,427231.0,153991.0,273240.0
2031,,427086.0,153846.0,273240.0
2032,,426935.0,153695.0,273240.0
2033,,426807.0,153567.0,273240.0
2034,,426673.0,153433.0,273240.0
2035,,426559.0,153319.0,273240.0
2036,,426426.0,153186.0,273240.0
2037,,426283.0,153043.0,273240.0
2038,,426183.0,152943.0,273240.0
2039,,426099.0,152859.0,273240.0
2040,,426006.0,152766.0,273240.0
