year,Base case cost,Modeled residential ashp
2017,42631.7958189,256395.491438
2018,45720.6130987,257130.317794
2019,49890.5164263,259685.93055
2020,51821.0272261,258769.024736
2021,54445.4726552,258273.031499
2022,55474.1204105,256089.329948
2023,56186.2611641,253495.068882
2024,56819.2751674,250863.01492
2025,57452.2891706,248316.078422
2026,58322.6834251,246227.123416
2027,60457.0887318,245391.701334
2028,61024.3202136,242976.724641
2029,61834.6509018,241019.739853
2030,62320.8493147,238630.917285
2031,64699.2924508,238437.298204
