year,Base case cost,Modeled non-residential ashp
2017,635964.589598,585642.937547
2018,710255.557583,639550.985103
2019,809310.181562,711428.381844
2020,858837.493552,747367.080214
2021,891855.701546,771326.212461
2022,919370.874874,791292.156001
2023,935879.97887,803271.722124
2024,949637.565534,813254.693894
2025,968898.186863,827230.854371
2026,990910.325526,843203.609203
2027,1007419.42952,855183.175326
2028,1023928.53352,867162.74145
2029,1043189.15485,881138.901927
2030,1054195.22418,889125.279343
2031,1076207.36284,905098.034174
