year,Base case cost,Modeled residential ashp
2017,621232.402672,517821.715483
2018,702741.995336,565799.002317
2019,804144.195049,622491.460922
2020,856958.597484,652950.992803
2021,897388.091243,678477.239526
2022,925073.947632,693743.723385
2023,941685.461465,702903.613701
2024,951544.20699,706552.672961
2025,966778.508801,713093.414001
2026,988742.491065,725121.89824
2027,1005215.47776,734143.26142
2028,1021688.46446,743164.6246
2029,1010270.21539,723052.814761
2030,998814.716874,706629.567231
2031,1006124.87198,704004.224312
