year,Base case cost,Modeled non-residential ashp
2017,913882.160088,1060104.22849
2018,998393.092337,1142199.53904
2019,1116157.03934,1256725.52504
2020,1190063.47049,1329192.8624
2021,1254755.6546,1392857.12238
2022,1313688.93431,1451019.459
2023,1377184.1969,1513949.36332
2024,1427548.55545,1563902.55222
2025,1491453.60678,1627293.64148
2026,1550054.68309,1685277.96331
2027,1616069.96363,1750779.28179
2028,1671416.16907,1805662.92137
2029,1741210.46586,1874891.85989
2030,1804646.14889,1937967.76947
2031,1878483.24058,2011188.10668
