year,Base case cost,Modeled non-residential ashp
2017,21024.7777133,47988.7784506
2018,22467.7721745,47572.6593493
2019,24566.6732089,47292.4887745
2020,25484.9424115,46811.8711491
2021,26206.4396421,46310.4533888
2022,26665.5742434,45775.878417
2023,27059.1181873,45243.8006685
2024,27321.4808167,44701.8794984
2025,27649.4341033,44185.7854684
2026,28042.9780473,43695.1945425
2027,28436.5219912,43217.7894451
2028,28698.8846205,42729.2595393
2029,29092.4285645,42277.3062364
2030,29354.7911938,41813.6315993
2031,29748.3351378,41385.9510059
