year,Base case cost,Modeled residential ashp
2017,4353962.367,2986346.17604
2018,5004117.0601,3389715.65736
2019,5840754.39898,3887023.33004
2020,6319170.20962,4203486.34545
2021,6702511.17512,4478858.78079
2022,7029561.71352,4713364.86477
2023,7264329.18492,4894148.07109
2024,7487133.10134,5062967.72244
2025,7721253.17238,5243103.52839
2026,8013417.08528,5465859.10048
2027,8324952.6561,5715698.36836
2028,8639617.10427,5976378.55145
2029,8740208.96337,6007562.06974
2030,8829829.44064,6058622.35767
2031,9080255.18756,6231927.7259
