year,Base case cost,Modeled non-residential ashp
2017,4353962.367,4744707.17435
2018,5004117.0601,5386892.14101
2019,5840754.39898,6212571.10602
2020,6319170.20962,6685756.78368
2021,6702511.17512,7065610.99386
2022,7029561.71352,7389672.88485
2023,7264329.18492,7622696.97858
2024,7487133.10134,7843757.51735
2025,7721253.17238,8076134.21072
2026,8013417.08528,8366056.63806
2027,8324952.6561,8675599.77727
2028,8639617.10427,8988520.84778
2029,8740208.96337,9086871.22132
2030,8829829.44064,9175246.42883
2031,9080255.18756,9423181.63623
