year,Base case cost,Modeled non-residential ashp
2017,128415.313106,176682.565274
2018,141465.058855,190672.594067
2019,159952.198666,210491.801524
2020,168652.029165,219818.487386
2021,174814.409102,226424.889871
2022,179526.817289,231476.844713
2023,182789.253726,234974.351911
2024,185326.704288,237694.635288
2025,188589.140726,241192.142486
2026,192576.563038,245466.873506
2027,195838.999475,248964.380704
2028,198738.942975,252073.275992
2029,202363.872349,255959.395101
2030,204538.829974,258291.066566
2031,208526.252286,262565.797586
