year,Base case cost,Modeled non-residential ashp
2017,188337.920016,221495.383295
2018,203719.838703,236748.602292
2019,224405.867281,257261.551978
2020,234483.676075,267255.040286
2021,241379.018935,274092.690182
2022,246683.128826,279352.42087
2023,250396.005751,283034.232352
2024,253048.060697,285664.097697
2025,256760.937621,289345.909179
2026,261534.636524,294079.666798
2027,255699.15652,288213.121353
2028,258255.743023,290747.518254
2029,262346.281427,294802.553295
2030,264902.867929,297336.950196
2031,269504.723634,301898.864618
