year,Base case cost,Modeled non-residential ashp
2017,270756.19796,284644.482529
2018,298140.708055,312231.999528
2019,330163.22855,344522.120034
2020,344518.15153,358997.00164
2021,354456.175132,369018.073521
2022,362185.749044,376812.24054
2023,367706.873268,382379.502696
2024,371019.547802,385719.85999
2025,372289.772195,387036.222316
2026,377748.566509,392541.154563
2027,383207.360823,398046.08681
2028,387574.396274,402450.032607
2029,388545.437102,403467.211368
2030,391783.315744,406732.77277
2031,393659.125706,408663.948252
