year,Base case cost,Modeled non-residential ashp
2017,5935.17658149,9543.72557931
2018,6394.24076744,9996.97410986
2019,7040.33110323,10634.8794492
2020,7363.37627112,10953.8321188
2021,7567.40479821,11155.2759102
2022,7737.42857078,11323.1457363
2023,7856.44521159,11440.6546146
2024,7941.45709787,11524.5895277
2025,8060.47373868,11642.0984059
2026,8196.49275674,11776.3942668
2027,8315.50939754,11893.9031451
2028,8400.52128383,11977.8380582
2029,8536.54030189,12112.1339191
2030,8621.55218817,12196.0688322
2031,8757.57120623,12330.3646931
