year,Base case cost,Modeled non-residential ashp
2017,4838613.46039,4947341.44294
2018,5418234.9367,5353748.62674
2019,6215214.46663,5912558.50447
2020,6595591.06046,6179263.21883
2021,6849175.45634,6357066.36175
2022,7066533.50996,6509469.05567
2023,7193325.7079,6598370.62713
2024,7320117.90585,6687272.19858
2025,7446910.10379,6776173.77004
2026,7609928.644,6890475.79048
2027,7754834.01308,6992077.58643
2028,7881626.21103,7080979.15789
2029,8044644.75124,7195281.17833
2030,8135210.60691,7258782.3008
2031,8316342.31826,7385784.54574
