year,Base case cost,Modeled non-residential ashp
2017,1549524.72502,1509262.03923
2018,1688317.35945,1630953.68397
2019,1889972.07945,1809766.51146
2020,1985473.12666,1893126.60747
2021,2047005.37387,1946107.66072
2022,2085867.2283,1978229.67941
2023,2111788.46273,1998777.2477
2024,2129082.61716,2011618.73554
2025,2150156.0503,2027826.55544
2026,2183063.43472,2054565.84856
2027,2207388.67915,2073641.78945
2028,2223266.66358,2085188.55515
2029,2250826.418,2107112.50347
2030,2264437.69522,2117337.89389
2031,2295293.94836,2142169.15635
