year,annotation,diesel generation efficiency
2002,,12.82
2003,,13.11
2004,,13.29
2005,,13.3
2006,,13.28
2007,,13.12
2008,,13.01
2009,,13.31
2010,,13.48
2011,,13.2
2012,,7.01
2013,,7.61
2014,start of forecast,13.98
2015,,13.98
2016,,13.98
2017,,13.98
2018,,13.98
2019,,13.98
2020,,13.98
2021,,13.98
2022,,13.98
2023,,13.98
2024,,13.98
2025,,13.98
2026,,13.98
2027,,13.98
2028,,13.98
2029,,13.98
2030,,13.98
2031,,13.98
2032,,13.98
2033,,13.98
2034,,13.98
2035,,13.98
2036,,13.98
2037,,13.98
2038,,13.98
2039,,13.98
2040,,13.98
